"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 03 10:50:02 GMT 2022","Mon Oct 03 10:50:14 GMT 2022","11669","","Testing the sign in page","","","","Login with empty fields",""
"passed","Mon Oct 03 10:49:47 GMT 2022","Mon Oct 03 10:49:52 GMT 2022","4279","","Testing the main page","","","","Clicking the “See all Pricing” link in the “hamburger menu”",""
"passed","Mon Oct 03 10:49:41 GMT 2022","Mon Oct 03 10:49:43 GMT 2022","1559","","Testing the main page","","","","The “Follow on Twitter” link",""
"passed","Mon Oct 03 10:49:30 GMT 2022","Mon Oct 03 10:49:34 GMT 2022","4842","","Testing the main page","","","","Clicking the “Developer Docs” link in the hoverable dropdown menu",""
"passed","Mon Oct 03 10:49:44 GMT 2022","Mon Oct 03 10:49:47 GMT 2022","3402","","Testing the main page","","","","Clicking the “Developer Docs” link in the “hamburger menu”",""
"passed","Mon Oct 03 10:50:29 GMT 2022","Mon Oct 03 10:50:35 GMT 2022","5619","","Testing the registration page","","","","Registration with blank inputs",""
"passed","Mon Oct 03 10:49:43 GMT 2022","Mon Oct 03 10:49:44 GMT 2022","1046","","Testing the main page","","","","The “Follow on Facebook” link",""
"passed","Mon Oct 03 10:49:39 GMT 2022","Mon Oct 03 10:49:41 GMT 2022","2125","","Testing the main page","","","","The “Connect on LinkedIn” link",""
"passed","Mon Oct 03 10:49:25 GMT 2022","Mon Oct 03 10:49:30 GMT 2022","5026","","Testing the main page","","","","Clicking the “Try for free” button",""
"passed","Mon Oct 03 10:50:14 GMT 2022","Mon Oct 03 10:50:21 GMT 2022","6775","","Testing the sign in page","","","","Login with a randomly generated email and password",""
"passed","Mon Oct 03 10:50:35 GMT 2022","Mon Oct 03 10:50:50 GMT 2022","14800","","Testing the registration page","","","","Registration with valid random generated inputs",""
"passed","Mon Oct 03 10:49:35 GMT 2022","Mon Oct 03 10:49:39 GMT 2022","4393","","Testing the main page","","","","Clicking the “See all Pricing” link in the hoverable dropdown menu",""
"passed","Mon Oct 03 10:49:15 GMT 2022","Mon Oct 03 10:49:18 GMT 2022","2417","","Testing the “Talk to an expert” page","","","","Checking the phone numbers in the “Calling from overseas?” section",""
"passed","Mon Oct 03 10:49:52 GMT 2022","Mon Oct 03 10:49:53 GMT 2022","1619","","Testing the main page","","","","Checking the year in the copyright message in the footer",""
"passed","Mon Oct 03 10:49:08 GMT 2022","Mon Oct 03 10:49:15 GMT 2022","6718","","Testing the “Talk to an expert” page","","","","Checking the phone number in the “Talk to our product experts” section",""
